WMU,Animal,Tag Type,Season Start,Season End
416,Moose,Antlered (General),Sep 24,Nov 30
417,Moose,Antlered (Archery),Aug 25,Sep 23
417,Moose,Antlered (General),Sep 24,Nov 30
418,Moose,Antlered (Archery),Aug 25,Sep 23
418,Moose,Antlered (General),Sep 24,Nov 30
420,Moose,Antlered (Archery),Aug 25,Sep 23
420,Moose,Antlered (General),Sep 24,Nov 30
422,Moose,Antlered (Archery),Aug 25,Sep 23
422,Moose,Antlered (General),Sep 24,Nov 30
426,Moose,Antlered (Archery),Aug 25,Sep 23
426,Moose,Antlered (General),Sep 24,Nov 30
428,Moose,Antlered (Archery),Aug 25,Sep 23
428,Moose,Antlered (General),Sep 24,Nov 30
430,Moose,Antlered (Archery),Aug 25,Sep 23
430,Moose,Antlered (General),Sep 24,Nov 30
432,Moose,Antlered (Archery),Aug 25,Sep 23
432,Moose,Antlered (General),Sep 24,Nov 30
434,Moose,Antlered (Archery),Aug 25,Sep 23
434,Moose,Antlered (General),Sep 24,Nov 30
436,Moose,Antlered (Archery),Aug 25,Sep 23
436,Moose,Antlered (General),Sep 24,Nov 30
437,Moose,Antlered (Archery),Aug 25,Sep 23
437,Moose,Antlered (General),Sep 24,Nov 30
438,Moose,Antlered (Archery),Aug 25,Sep 23
438,Moose,Antlered (General),Sep 24,Nov 30
439,Moose,Antlered (Archery),Aug 25,Sep 23
439,Moose,Antlered (General),Sep 24,Nov 30
440,Moose,Antlered (Archery),Aug 25,Sep 23
440,Moose,Antlered (General),Sep 24,Nov 30
441,Moose,Antlered (Archery),Aug 25,Sep 23
441,Moose,Antlered (General),Sep 24,Nov 30
442,Moose,Antlered (Archery),Aug 25,Sep 23
442,Moose,Antlered (General),Sep 24,Nov 30
444,Moose,Antlered (Archery),Aug 25,Sep 23
444,Moose,Antlered (General),Sep 24,Nov 30
445,Moose,Antlered (Archery),Aug 25,Sep 23
445,Moose,Antlered (General),Sep 24,Nov 30
446,Moose,Antlered (Archery),Aug 25,Sep 23
446,Moose,Antlered (General),Sep 24,Nov 30
429,Moose,Antlered (Archery),Aug 25,Sep 23
429,Moose,Antlered (General),Sep 24,Oct 31
429,Moose,Antlered (General),Nov 1,Nov 30
408,Moose,Antlered (Archery),Sep 9,Sep 23
408,Moose,Antlered (General),Sep 24,Nov 30
400,Moose,Antlered (Archery),Sep 1,Sep 16
400,Moose,Antlered (General),Sep 17,Nov 30
402,Moose,Antlered (Archery),Sep 1,Sep 16
402,Moose,Antlered (General),Sep 17,Nov 30
410,Elk,Antlered and antlerless (Archery),Sep 9,Nov 30
404,Elk,Antlered (6-point or larger)1 and antlerless (Archery),Sep 9,Sep 16
404,Elk,Antlered (6-point or larger)1 and antlerless (General),Sep 17,Nov 30
406,Elk,Antlered (6-point or larger)1 and antlerless (Archery),Sep 9,Sep 16
406,Elk,Antlered (6-point or larger)1 and antlerless (General),Sep 17,Nov 30
408,Elk,Antlered (6-point or larger)1 and antlerless (Archery),Sep 9,Sep 16
408,Elk,Antlered (6-point or larger)1 and antlerless (General),Sep 17,Nov 30
412,Elk,Antlered (6-point or larger)1 (Archery),Aug 25,Sep 16
412,Elk,Antlered (6-point or larger)1 (General),Sep 17,Nov 30
414,Elk,Antlered (6-point or larger)1 (Archery),Aug 25,Sep 16
414,Elk,Antlered (6-point or larger)1 (General),Sep 17,Nov 30
416,Elk,Antlered (6-point or larger)1 (Archery),Aug 25,Sep 16
416,Elk,Antlered (6-point or larger)1 (General),Sep 17,Nov 30
417,Elk,Antlered (6-point or larger)1 (Archery),Aug 25,Sep 16
417,Elk,Antlered (6-point or larger)1 (General),Sep 17,Nov 30
418,Elk,Antlered (6-point or larger)1 (Archery),Aug 25,Sep 16
418,Elk,Antlered (6-point or larger)1 (General),Sep 17,Nov 30
420,Elk,Antlered (6-point or larger)1 (Archery),Aug 25,Sep 16
420,Elk,Antlered (6-point or larger)1 (General),Sep 17,Nov 30
422,Elk,Antlered (6-point or larger)1 (Archery),Aug 25,Sep 16
422,Elk,Antlered (6-point or larger)1 (General),Sep 17,Nov 30
426,Elk,Antlered (6-point or larger)1 (Archery),Aug 25,Sep 16
426,Elk,Antlered (6-point or larger)1 (General),Sep 17,Nov 30
428,Elk,Antlered (6-point or larger)1 (Archery),Aug 25,Sep 16
428,Elk,Antlered (6-point or larger)1 (General),Sep 17,Nov 30
430,Elk,Antlered (6-point or larger)1 (Archery),Aug 25,Sep 16
430,Elk,Antlered (6-point or larger)1 (General),Sep 17,Nov 30
432,Elk,Antlered (6-point or larger)1 (Archery),Aug 25,Sep 16
432,Elk,Antlered (6-point or larger)1 (General),Sep 17,Nov 30
434,Elk,Antlered (6-point or larger)1 (Archery),Aug 25,Sep 16
434,Elk,Antlered (6-point or larger)1 (General),Sep 17,Nov 30
436,Elk,Antlered (6-point or larger)1 (Archery),Aug 25,Sep 16
436,Elk,Antlered (6-point or larger)1 (General),Sep 17,Nov 30
437,Elk,Antlered (6-point or larger)1 (Archery),Aug 25,Sep 16
437,Elk,Antlered (6-point or larger)1 (General),Sep 17,Nov 30
438,Elk,Antlered (6-point or larger)1 (Archery),Aug 25,Sep 16
438,Elk,Antlered (6-point or larger)1 (General),Sep 17,Nov 30
439,Elk,Antlered (6-point or larger)1 (Archery),Aug 25,Sep 16
439,Elk,Antlered (6-point or larger)1 (General),Sep 17,Nov 30
440,Elk,Antlered (6-point or larger)1 (Archery),Aug 25,Sep 16
440,Elk,Antlered (6-point or larger)1 (General),Sep 17,Nov 30
441,Elk,Antlered (6-point or larger)1 (Archery),Aug 25,Sep 16
441,Elk,Antlered (6-point or larger)1 (General),Sep 17,Nov 30
442,Elk,Antlered (6-point or larger)1 (Archery),Aug 25,Sep 16
442,Elk,Antlered (6-point or larger)1 (General),Sep 17,Nov 30
444,Elk,Antlered (6-point or larger)1 (Archery),Aug 25,Sep 16
444,Elk,Antlered (6-point or larger)1 (General),Sep 17,Nov 30
445,Elk,Antlered (6-point or larger)1 (Archery),Aug 25,Sep 16
445,Elk,Antlered (6-point or larger)1 (General),Sep 17,Nov 30
446,Elk,Antlered (6-point or larger)1 (Archery),Aug 25,Sep 16
446,Elk,Antlered (6-point or larger)1 (General),Sep 17,Nov 30
429,Elk,Antlered (3-point or larger)1 (Archery),Sep 1,Oct 31
429,Elk,Antlered (3-point or larger)1 (General),Nov 1,Nov 30
400,Elk,Antlered (3-point or larger)1 (Archery),Sep 1,Sep 16
400,Elk,Antlered (3-point or larger)1 (General),Sep 17,Nov 30
402,Elk,Antlered (3-point or larger)1 (Archery),Sep 1,Sep 16
402,Elk,Antlered (3-point or larger)1 (General),Sep 17,Nov 30
400,Elk,Antlerless (Archery),Sep 1,Sep 16
400,Elk,Antlerless (General),Sep 17,Nov 30
402,Elk,Antlerless (Archery),Sep 1,Sep 16
402,Elk,Antlerless (General),Sep 17,Nov 30
4382,Elk,Antlerless (Archery),Aug 25,Sep 16
4382,Elk,Antlerless (General),Sep 17,Nov 30
439,Elk,Antlerless (Archery),Aug 25,Sep 16
439,Elk,Antlerless (General),Sep 17,Nov 30
4412,Elk,Antlerless (Archery),Aug 25,Sep 16
4412,Elk,Antlerless (General),Sep 17,Nov 30
4442,Elk,Antlerless (Archery),Aug 25,Sep 16
4442,Elk,Antlerless (General),Sep 17,Nov 30
410,Class 1 sheep3,Resident (Archery),Sep 9,Oct 31
410,Class 1 sheep3,Resident (Archery),Sep 9,Nov 30
437,Class 1 sheep3,Resident (General),Aug 25,Sep 23
437,Class 1 sheep3,Resident (General),Sep 24,Oct 31
4384,Class 1 sheep3,Resident (General),Nov 1,Nov 10
4384,Class 1 sheep3,Resident (General),Nov 11,Nov 20
4384,Class 1 sheep3,Resident (General),Nov 21,Nov 30
412,Class 1 sheep3,Resident (General),Aug 25,Oct 31
414,Class 1 sheep3,Resident (General),Aug 25,Oct 31
416,Class 1 sheep3,Resident (General),Aug 25,Oct 31
417,Class 1 sheep3,Resident (General),Aug 25,Oct 31
418,Class 1 sheep3,Resident (General),Aug 25,Oct 31
420,Class 1 sheep3,Resident (General),Aug 25,Oct 31
422,Class 1 sheep3,Resident (General),Aug 25,Oct 31
426,Class 1 sheep3,Resident (General),Aug 25,Oct 31
428,Class 1 sheep3,Resident (General),Aug 25,Oct 31
430,Class 1 sheep3,Resident (General),Aug 25,Oct 31
432,Class 1 sheep3,Resident (General),Aug 25,Oct 31
434,Class 1 sheep3,Resident (General),Aug 25,Oct 31
436,Class 1 sheep3,Resident (General),Aug 25,Oct 31
438,Class 1 sheep3,Resident (General),Aug 25,Oct 31
439,Class 1 sheep3,Resident (General),Aug 25,Oct 31
440,Class 1 sheep3,Resident (General),Aug 25,Oct 31
441,Class 1 sheep3,Resident (General),Aug 25,Oct 31
442,Class 1 sheep3,Resident (General),Aug 25,Oct 31
4445,Class 1 sheep3,Resident (General),Aug 25,Oct 31
445,Class 1 sheep3,Resident (General),Aug 25,Oct 31
4446,Class 1 sheep3,Resident (General),Aug 25,Oct 31
446,Class 1 sheep3,Resident (General),Aug 25,Oct 31
4007,Class 1 sheep3,Resident (General),Sep 9,Oct 31
402,Class 1 sheep3,Resident (General),Sep 9,Oct 31
404,Class 1 sheep3,Resident (General),Sep 9,Oct 31
406,Class 1 sheep3,Resident (General),Sep 9,Oct 31
408,Class 1 sheep3,Resident (General),Sep 9,Oct 31
408,Class 1 sheep3,Resident (Archery),Nov 1,Nov 30
410,Class 1 sheep3,Non-resident and non-resident alien8 (Archery),Sep 9,Nov 30
412,Class 1 sheep3,Non-resident and non-resident alien8 (General),Sep 1,Oct 15
414,Class 1 sheep3,Non-resident and non-resident alien8 (General),Sep 1,Oct 15
416,Class 1 sheep3,Non-resident and non-resident alien8 (General),Sep 1,Oct 15
417,Class 1 sheep3,Non-resident and non-resident alien8 (General),Sep 1,Oct 15
418,Class 1 sheep3,Non-resident and non-resident alien8 (General),Sep 1,Oct 15
420,Class 1 sheep3,Non-resident and non-resident alien8 (General),Sep 1,Oct 15
422,Class 1 sheep3,Non-resident and non-resident alien8 (General),Sep 1,Oct 15
426,Class 1 sheep3,Non-resident and non-resident alien8 (General),Sep 1,Oct 15
428,Class 1 sheep3,Non-resident and non-resident alien8 (General),Sep 1,Oct 15
430,Class 1 sheep3,Non-resident and non-resident alien8 (General),Sep 1,Oct 15
432,Class 1 sheep3,Non-resident and non-resident alien8 (General),Sep 1,Oct 15
434,Class 1 sheep3,Non-resident and non-resident alien8 (General),Sep 1,Oct 15
436,Class 1 sheep3,Non-resident and non-resident alien8 (General),Sep 1,Oct 15
438,Class 1 sheep3,Non-resident and non-resident alien8 (General),Sep 1,Oct 15
439,Class 1 sheep3,Non-resident and non-resident alien8 (General),Sep 1,Oct 15
440,Class 1 sheep3,Non-resident and non-resident alien8 (General),Sep 1,Oct 15
441,Class 1 sheep3,Non-resident and non-resident alien8 (General),Sep 1,Oct 15
442,Class 1 sheep3,Non-resident and non-resident alien8 (General),Sep 1,Oct 15
4445,Class 1 sheep3,Non-resident and non-resident alien8 (General),Sep 1,Oct 15
445,Class 1 sheep3,Non-resident and non-resident alien8 (General),Sep 1,Oct 15
500,White-tailed deer,Antlered and antlerless (Archery),Sep 1,Oct 31
500,White-tailed deer,Antlered and antlerless (General),Nov 1,Nov 30
501,White-tailed deer,Antlered and antlerless (Archery),Sep 1,Oct 31
501,White-tailed deer,Antlered and antlerless (General),Nov 1,Nov 30
502,White-tailed deer,Antlered and antlerless (Archery),Sep 1,Oct 31
502,White-tailed deer,Antlered and antlerless (General),Nov 1,Nov 30
503,White-tailed deer,Antlered and antlerless (Archery),Sep 1,Oct 31
503,White-tailed deer,Antlered and antlerless (General),Nov 1,Nov 30
504,White-tailed deer,Antlered and antlerless (Archery),Sep 1,Oct 31
504,White-tailed deer,Antlered and antlerless (General),Nov 1,Nov 30
505,White-tailed deer,Antlered and antlerless (Archery),Sep 1,Oct 31
505,White-tailed deer,Antlered and antlerless (General),Nov 1,Nov 30
506,White-tailed deer,Antlered and antlerless (Archery),Sep 1,Oct 31
506,White-tailed deer,Antlered and antlerless (General),Nov 1,Nov 30
507,White-tailed deer,Antlered and antlerless (Archery),Sep 1,Oct 31
507,White-tailed deer,Antlered and antlerless (General),Nov 1,Nov 30
508,White-tailed deer,Antlered and antlerless (Archery),Sep 1,Oct 31
508,White-tailed deer,Antlered and antlerless (General),Nov 1,Nov 30
509,White-tailed deer,Antlered and antlerless (Archery),Sep 1,Oct 31
509,White-tailed deer,Antlered and antlerless (General),Nov 1,Nov 30
510,White-tailed deer,Antlered and antlerless (Archery),Sep 1,Oct 31
510,White-tailed deer,Antlered and antlerless (General),Nov 1,Nov 30
511,White-tailed deer,Antlered and antlerless (Archery),Aug 25,Aug 31
511,White-tailed deer,Antlered and antlerless (General),Sep 1,Nov 30
512,White-tailed deer,Antlered and antlerless (Archery),Aug 25,Aug 31
512,White-tailed deer,Antlered and antlerless (General),Sep 1,Nov 30
514,White-tailed deer,Antlered and antlerless (Archery),Aug 25,Aug 31
514,White-tailed deer,Antlered and antlerless (General),Sep 1,Nov 30
515,White-tailed deer,Antlered and antlerless (Archery),Aug 25,Aug 31
515,White-tailed deer,Antlered and antlerless (General),Sep 1,Nov 30
516,White-tailed deer,Antlered and antlerless (Archery),Aug 25,Aug 31
516,White-tailed deer,Antlered and antlerless (General),Sep 1,Nov 30
517,White-tailed deer,Antlered and antlerless (Archery),Aug 25,Aug 31
517,White-tailed deer,Antlered and antlerless (General),Sep 1,Nov 30
518,White-tailed deer,Antlered and antlerless (Archery),Aug 25,Aug 31
518,White-tailed deer,Antlered and antlerless (General),Sep 1,Nov 30
519,White-tailed deer,Antlered and antlerless (Archery),Aug 25,Aug 31
519,White-tailed deer,Antlered and antlerless (General),Sep 1,Nov 30
520,White-tailed deer,Antlered and antlerless (Archery),Aug 25,Aug 31
520,White-tailed deer,Antlered and antlerless (General),Sep 1,Nov 30
524,White-tailed deer,Antlered and antlerless (Archery),Aug 25,Aug 31
524,White-tailed deer,Antlered and antlerless (General),Sep 1,Nov 30
525,White-tailed deer,Antlered and antlerless (Archery),Aug 25,Aug 31
525,White-tailed deer,Antlered and antlerless (General),Sep 1,Nov 30
528,White-tailed deer,Antlered and antlerless (Archery),Aug 25,Aug 31
528,White-tailed deer,Antlered and antlerless (General),Sep 1,Nov 30
529,White-tailed deer,Antlered and antlerless (Archery),Aug 25,Aug 31
529,White-tailed deer,Antlered and antlerless (General),Sep 1,Nov 30
530,White-tailed deer,Antlered and antlerless (Archery),Aug 25,Aug 31
530,White-tailed deer,Antlered and antlerless (General),Sep 1,Nov 30
531,White-tailed deer,Antlered and antlerless (Archery),Aug 25,Aug 31
531,White-tailed deer,Antlered and antlerless (General),Sep 1,Nov 30
532,White-tailed deer,Antlered and antlerless (Archery),Aug 25,Aug 31
532,White-tailed deer,Antlered and antlerless (General),Sep 1,Nov 30
534,White-tailed deer,Antlered and antlerless (Archery),Aug 25,Aug 31
534,White-tailed deer,Antlered and antlerless (General),Sep 1,Nov 30
536,White-tailed deer,Antlered and antlerless (Archery),Aug 25,Aug 31
536,White-tailed deer,Antlered and antlerless (General),Sep 1,Nov 30
539,White-tailed deer,Antlered and antlerless (Archery),Aug 25,Aug 31
539,White-tailed deer,Antlered and antlerless (General),Sep 1,Nov 30
540,White-tailed deer,Antlered and antlerless (Archery),Aug 25,Aug 31
540,White-tailed deer,Antlered and antlerless (General),Sep 1,Nov 30
541,White-tailed deer,Antlered and antlerless (Archery),Aug 25,Aug 31
541,White-tailed deer,Antlered and antlerless (General),Sep 1,Nov 30
542,White-tailed deer,Antlered and antlerless (Archery),Aug 25,Aug 31
542,White-tailed deer,Antlered and antlerless (General),Sep 1,Nov 30
544,White-tailed deer,Antlered and antlerless (Archery),Aug 25,Aug 31
544,White-tailed deer,Antlered and antlerless (General),Sep 1,Nov 30
521,White-tailed deer,Antlered and antlerless (Archery),Aug 25,Sep 16
521,White-tailed deer,Antlered and antlerless (General),Sep 17,Nov 30
522,White-tailed deer,Antlered and antlerless (Archery),Aug 25,Sep 16
522,White-tailed deer,Antlered and antlerless (General),Sep 17,Nov 30
523,White-tailed deer,Antlered and antlerless (Archery),Aug 25,Sep 16
523,White-tailed deer,Antlered and antlerless (General),Sep 17,Nov 30
526,White-tailed deer,Antlered and antlerless (Archery),Aug 25,Sep 16
526,White-tailed deer,Antlered and antlerless (General),Sep 17,Nov 30
527,White-tailed deer,Antlered and antlerless (Archery),Aug 25,Sep 16
527,White-tailed deer,Antlered and antlerless (General),Sep 17,Nov 30
535,White-tailed deer,Antlered and antlerless (Archery),Aug 25,Sep 16
535,White-tailed deer,Antlered and antlerless (General),Sep 17,Nov 30
537,White-tailed deer,Antlered and antlerless (Archery),Aug 25,Sep 16
537,White-tailed deer,Antlered and antlerless (General),Sep 17,Nov 30
841,White-tailed deer,Antlered and antlerless (General),Sep 17,Nov 30
500,Mule deer,Antlered and antlerless (Archery),Sep 1,Oct 31
500,Mule deer,Antlered and antlerless (General),Nov 1,Nov 30
501,Mule deer,Antlered and antlerless (Archery),Sep 1,Oct 31
501,Mule deer,Antlered and antlerless (General),Nov 1,Nov 30
503,Mule deer,Antlered and antlerless (Archery),Sep 1,Oct 31
503,Mule deer,Antlered and antlerless (General),Nov 1,Nov 30
505,Mule deer,Antlered and antlerless (Archery),Sep 1,Oct 31
505,Mule deer,Antlered and antlerless (General),Nov 1,Nov 30
507,Mule deer,Antlered and antlerless (Archery),Sep 1,Oct 31
507,Mule deer,Antlered and antlerless (General),Nov 1,Nov 30
508,Mule deer,Antlered and antlerless (Archery),Sep 1,Oct 31
508,Mule deer,Antlered and antlerless (General),Nov 1,Nov 30
512,Mule deer,Antlered (Archery),Aug 25,Aug 31
512,Mule deer,Antlered (General),Sep 1,Nov 30
514,Mule deer,Antlered (Archery),Aug 25,Aug 31
514,Mule deer,Antlered (General),Sep 1,Nov 30
515,Mule deer,Antlered (Archery),Aug 25,Aug 31
515,Mule deer,Antlered (General),Sep 1,Nov 30
516,Mule deer,Antlered (Archery),Aug 25,Aug 31
516,Mule deer,Antlered (General),Sep 1,Nov 30
517,Mule deer,Antlered (Archery),Aug 25,Aug 31
517,Mule deer,Antlered (General),Sep 1,Nov 30
518,Mule deer,Antlered (Archery),Aug 25,Aug 31
518,Mule deer,Antlered (General),Sep 1,Nov 30
519,Mule deer,Antlered (Archery),Aug 25,Aug 31
519,Mule deer,Antlered (General),Sep 1,Nov 30
528,Mule deer,Antlered (Archery),Aug 25,Aug 31
528,Mule deer,Antlered (General),Sep 1,Nov 30
529,Mule deer,Antlered (Archery),Aug 25,Aug 31
529,Mule deer,Antlered (General),Sep 1,Nov 30
530,Mule deer,Antlered (Archery),Aug 25,Aug 31
530,Mule deer,Antlered (General),Sep 1,Nov 30
531,Mule deer,Antlered (Archery),Aug 25,Aug 31
531,Mule deer,Antlered (General),Sep 1,Nov 30
532,Mule deer,Antlered (Archery),Aug 25,Aug 31
532,Mule deer,Antlered (General),Sep 1,Nov 30
534,Mule deer,Antlered (Archery),Aug 25,Aug 31
534,Mule deer,Antlered (General),Sep 1,Nov 30
536,Mule deer,Antlered (Archery),Aug 25,Aug 31
536,Mule deer,Antlered (General),Sep 1,Nov 30
539,Mule deer,Antlered (Archery),Aug 25,Aug 31
539,Mule deer,Antlered (General),Sep 1,Nov 30
540,Mule deer,Antlered (Archery),Aug 25,Aug 31
540,Mule deer,Antlered (General),Sep 1,Nov 30
541,Mule deer,Antlered (Archery),Aug 25,Aug 31
541,Mule deer,Antlered (General),Sep 1,Nov 30
542,Mule deer,Antlered (Archery),Aug 25,Aug 31
542,Mule deer,Antlered (General),Sep 1,Nov 30
535,Mule deer,Antlered (Archery),Aug 25,Sep 16
535,Mule deer,Antlered (General),Sep 17,Nov 30
841,Mule deer,Antlered (General),Sep 17,Nov 30
502,Mule deer,Antlered (Archery),Sep 1,Oct 31
502,Mule deer,Antlered (General),Nov 1,Nov 30
504,Mule deer,Antlered (Archery),Sep 1,Oct 31
504,Mule deer,Antlered (General),Nov 1,Nov 30
506,Mule deer,Antlered (Archery),Sep 1,Oct 31
506,Mule deer,Antlered (General),Nov 1,Nov 30
509,Mule deer,Antlered (Archery),Sep 1,Oct 31
509,Mule deer,Antlered (General),Nov 1,Nov 30
510,Mule deer,Antlered (Archery),Sep 1,Oct 31
510,Mule deer,Antlered (General),Nov 1,Nov 30
511,Mule deer,Antlered (Archery),Aug 25,Aug 31
511,Mule deer,Antlered (General),Sep 1,Nov 30
521,Mule deer,Antlered (Archery),Aug 25,Sep 16
521,Mule deer,Antlered (General),Sep 17,Nov 30
522,Mule deer,Antlered (Archery),Aug 25,Sep 16
522,Mule deer,Antlered (General),Sep 17,Nov 30
523,Mule deer,Antlered (Archery),Aug 25,Sep 16
523,Mule deer,Antlered (General),Sep 17,Nov 30
526,Mule deer,Antlered (Archery),Aug 25,Sep 16
526,Mule deer,Antlered (General),Sep 17,Nov 30
527,Mule deer,Antlered (Archery),Aug 25,Sep 16
527,Mule deer,Antlered (General),Sep 17,Nov 30
537,Mule deer,Antlered (Archery),Aug 25,Sep 16
537,Mule deer,Antlered (General),Sep 17,Nov 30
520,Mule deer,Antlered (Archery),Aug 25,Aug 31
520,Mule deer,Antlered (General),Sep 1,Nov 30
524,Mule deer,Antlered (Archery),Aug 25,Aug 31
524,Mule deer,Antlered (General),Sep 1,Nov 30
525,Mule deer,Antlered (Archery),Aug 25,Aug 31
525,Mule deer,Antlered (General),Sep 1,Nov 30
544,Mule deer,Antlered (Archery),Aug 25,Aug 31
544,Mule deer,Antlered (General),Sep 1,Nov 30
521,Mule deer,Antlerless (Archery),Aug 25,Sep 16
521,Mule deer,Antlerless (General),Sep 17,Dec 20
522,Mule deer,Antlerless (Archery),Aug 25,Sep 16
522,Mule deer,Antlerless (General),Sep 17,Dec 20
523,Mule deer,Antlerless (Archery),Aug 25,Sep 16
523,Mule deer,Antlerless (General),Sep 17,Dec 20
526,Mule deer,Antlerless (Archery),Aug 25,Sep 16
526,Mule deer,Antlerless (General),Sep 17,Dec 20
527,Mule deer,Antlerless (Archery),Aug 25,Sep 16
527,Mule deer,Antlerless (General),Sep 17,Dec 20
502,Mule deer,Antlerless (Archery),Sep 1,Oct 31
502,Mule deer,Antlerless (General),Nov 1,Nov 30
504,Mule deer,Antlerless (Archery),Sep 1,Oct 31
504,Mule deer,Antlerless (General),Nov 1,Nov 30
506,Mule deer,Antlerless (Archery),Sep 1,Oct 31
506,Mule deer,Antlerless (General),Nov 1,Nov 30
509,Mule deer,Antlerless (Archery),Sep 1,Oct 31
509,Mule deer,Antlerless (General),Nov 1,Nov 30
510,Mule deer,Antlerless (Archery),Sep 1,Oct 31
510,Mule deer,Antlerless (General),Nov 1,Nov 30
537,Mule deer,Antlerless (Archery),Aug 25,Sep 16
537,Mule deer,Antlerless (General),Sep 17,Nov 30
500,Moose,Antlered and antlerless (Archery),Sep 1,Oct 31
500,Moose,Antlered and antlerless (General),Nov 1,Nov 30
501,Moose,Antlered and antlerless (Archery),Sep 1,Oct 31
501,Moose,Antlered and antlerless (General),Nov 1,Nov 30
502,Moose,Antlered and antlerless (Archery),Sep 1,Oct 31
502,Moose,Antlered and antlerless (General),Nov 1,Nov 30
503,Moose,Antlered and antlerless (Archery),Sep 1,Oct 31
503,Moose,Antlered and antlerless (General),Nov 1,Nov 30
504,Moose,Antlered and antlerless (Archery),Sep 1,Oct 31
504,Moose,Antlered and antlerless (General),Nov 1,Nov 30
506,Moose,Antlered and antlerless (Archery),Sep 1,Oct 31
506,Moose,Antlered and antlerless (General),Nov 1,Nov 30
507,Moose,Antlered and antlerless (Archery),Sep 1,Oct 31
507,Moose,Antlered and antlerless (General),Nov 1,Nov 30
508,Moose,Antlered and antlerless (Archery),Sep 1,Oct 31
508,Moose,Antlered and antlerless (General),Nov 1,Nov 30
509,Moose,Antlered and antlerless (Archery),Sep 1,Oct 31
509,Moose,Antlered and antlerless (General),Nov 1,Nov 30
841,Moose,Antlered (General),Sep 17,Oct 31
841,Moose,Antlered (General),Nov 1,Nov 30
521,Moose,Antlered (Archery),Aug 25,Sep 23
521,Moose,Antlered (General),Sep 24,Oct 31
521,Moose,Antlered (General),Nov 1,Nov 30
522,Moose,Antlered (Archery),Aug 25,Sep 23
522,Moose,Antlered (General),Sep 24,Oct 31
522,Moose,Antlered (General),Nov 1,Nov 30
523,Moose,Antlered (Archery),Aug 25,Sep 23
523,Moose,Antlered (General),Sep 24,Oct 31
523,Moose,Antlered (General),Nov 1,Nov 30
526,Moose,Antlered (Archery),Aug 25,Sep 23
526,Moose,Antlered (General),Sep 24,Oct 31
526,Moose,Antlered (General),Nov 1,Nov 30
527,Moose,Antlered (Archery),Aug 25,Sep 23
527,Moose,Antlered (General),Sep 24,Oct 31
527,Moose,Antlered (General),Nov 1,Nov 30
535,Moose,Antlered (Archery),Aug 25,Sep 23
535,Moose,Antlered (General),Sep 24,Oct 31
535,Moose,Antlered (General),Nov 1,Nov 30
537,Moose,Antlered (Archery),Aug 25,Sep 23
537,Moose,Antlered (General),Sep 24,Oct 31
537,Moose,Antlered (General),Nov 1,Nov 30
511,Moose,Antlered (Archery),Aug 25,Aug 31
511,Moose,Antlered (General),Sep 1,Oct 31
511,Moose,Antlered (General),Nov 1,Nov 30
512,Moose,Antlered (Archery),Aug 25,Aug 31
512,Moose,Antlered (General),Sep 1,Oct 31
512,Moose,Antlered (General),Nov 1,Nov 30
514,Moose,Antlered (Archery),Aug 25,Aug 31
514,Moose,Antlered (General),Sep 1,Oct 31
514,Moose,Antlered (General),Nov 1,Nov 30
515,Moose,Antlered (Archery),Aug 25,Aug 31
515,Moose,Antlered (General),Sep 1,Oct 31
515,Moose,Antlered (General),Nov 1,Nov 30
516,Moose,Antlered (Archery),Aug 25,Aug 31
516,Moose,Antlered (General),Sep 1,Oct 31
516,Moose,Antlered (General),Nov 1,Nov 30
517,Moose,Antlered (Archery),Aug 25,Aug 31
517,Moose,Antlered (General),Sep 1,Oct 31
517,Moose,Antlered (General),Nov 1,Nov 30
518,Moose,Antlered (Archery),Aug 25,Aug 31
518,Moose,Antlered (General),Sep 1,Oct 31
518,Moose,Antlered (General),Nov 1,Nov 30
519,Moose,Antlered (Archery),Aug 25,Aug 31
519,Moose,Antlered (General),Sep 1,Oct 31
519,Moose,Antlered (General),Nov 1,Nov 30
520,Moose,Antlered (Archery),Aug 25,Aug 31
520,Moose,Antlered (General),Sep 1,Oct 31
520,Moose,Antlered (General),Nov 1,Nov 30
524,Moose,Antlered (Archery),Aug 25,Aug 31
524,Moose,Antlered (General),Sep 1,Oct 31
524,Moose,Antlered (General),Nov 1,Nov 30
525,Moose,Antlered (Archery),Aug 25,Aug 31
525,Moose,Antlered (General),Sep 1,Oct 31
525,Moose,Antlered (General),Nov 1,Nov 30
528,Moose,Antlered (Archery),Aug 25,Aug 31
528,Moose,Antlered (General),Sep 1,Oct 31
528,Moose,Antlered (General),Nov 1,Nov 30
529,Moose,Antlered (Archery),Aug 25,Aug 31
529,Moose,Antlered (General),Sep 1,Oct 31
529,Moose,Antlered (General),Nov 1,Nov 30
530,Moose,Antlered (Archery),Aug 25,Aug 31
530,Moose,Antlered (General),Sep 1,Oct 31
530,Moose,Antlered (General),Nov 1,Nov 30
536,Moose,Antlered (Archery),Aug 25,Aug 31
536,Moose,Antlered (General),Sep 1,Oct 31
536,Moose,Antlered (General),Nov 1,Nov 30
541,Moose,Antlered (Archery),Aug 25,Aug 31
541,Moose,Antlered (General),Sep 1,Oct 31
541,Moose,Antlered (General),Nov 1,Nov 30
542,Moose,Antlered (Archery),Aug 25,Aug 31
542,Moose,Antlered (General),Sep 1,Oct 31
542,Moose,Antlered (General),Nov 1,Nov 30
